MDL16CS001 	8 	8 	7 	9 	9 	10 	7 	10 	10
MDL16CS002 	8 	7 	7 	9 	9 	8 	8 	9 	10
MDL16CS003 	0 	0 	6	10 	9 	7 	8.5 	7 	8.5
MDL16CS004 	6	0 	6	8.5 	9 	8 	8.5 	9 	10
MDL16CS005 	5 	0 	0 	8.5 	9 	6	7 	7 	8.5
MDL16CS006 	8 	7 	8 	8.5 	9 	8.5 	8 	8 	10
MDL16CS007 	8.5 	8 	8 	9 	9 	10 	9 	10 	10
MDL16CS008 	6	0 	6	10 	9 	6	8 	7 	9
MDL16CS009 	8 	7 	7 	10 	9 	8 	8.5 	8 	10
MDL16CS010 	7 	7 	7 	10 	10 	8 	8.5 	8.5 	9
MDL16CS011 	5 	7 	6	10 	10 	6	7 	8 	8.5
MDL16CS012 	8 	8.5 	7 	10 	10 	8 	10 	7 	9
MDL16CS013 	8 	7 	8 	10 	9 	10 	8 	8.5 	10
MDL16CS014 	0 	0 	0 	10 	10 	0 	9 	0 	10
MDL16CS015 	9 	7 	7 	9 	8 	10 	8 	10 	10
MDL16CS016 	8 	8 	8.5 	10 	10 	9 	8 	10 	10
MDL16CS017 	7 	0 	7 	10 	9 	8 	8.5 	10 	10
MDL16CS018 	7 	7 	7 	10 	9 	7 	7 	8 	9
MDL16CS019 	7 	6	6	8.5 	8.5 	8 	7 	7 	9
MDL16CS020 	8 	8 	8 	9 	10 	10 	9 	10 	10
MDL16CS021 	8 	8 	8 	10 	10 	10 	10 	10 	10
MDL16CS022 	6	6	7 	8.5 	9 	8 	8 	9 	9
MDL16CS023 	10 	9 	8.5 	10 	10 	10 	9 	10 	10
MDL16CS024 	7 	0 	8 	9 	9 	7 	8.5 	8 	8
MDL16CS025 	8.5 	0 	8 	10 	10 	9 	10 	7 	9
MDL16CS026 	8 	7 	7 	10 	8.5 	6	8.5 	8 	10
MDL16CS027 	7 	7 	6	9 	9 	7 	8.5 	8.5 	9
MDL16CS028 	9 	9 	8.5 	10 	10 	10 	10 	10 	10
MDL16CS029 	9 	8 	9 	10 	10 	9 	9 	10 	10
MDL16CS030 	7 	6	7 	10 	9 	8 	8.5 	10 	9
MDL16CS031 	5 	0 	6	8.5 	8.5 	8 	7 	7 	10
MDL16CS032 	8 	8 	8 	9 	8 	9 	9 	8.5 	9
MDL16CS033 	0 	0 	0 	10 	8.5 	0 	8.5 	6	10
MDL16CS034 	7 	10 	6	10 	9 	10 	8 	10 	10
MDL16CS035 	7 	7 	6	10 	10 	8 	8 	8 	9
MDL16CS036 	8 	7 	7 	10 	10 	9 	8.5 	9 	10
MDL16CS037 	9 	8 	8.5 	10 	10 	7 	9 	10 	9
MDL16CS038 	8.5 	7 	8.5 	10 	9 	9 	8.5 	9 	10
MDL16CS039 	8 	7 	8 	9 	8.5 	8.5 	8.5 	10 	8.5
MDL16CS040 	7 	7 	7 	10 	9 	9 	9 	10 	10
MDL16CS041 	6	7 	7 	8.5 	8.5 	7 	8.5 	8 	9
MDL16CS042 	8 	8 	8 	10 	10 	10 	10 	10 	9
MDL16CS043 	8 	7 	8.5 	10 	10 	10 	8 	10 	10
MDL16CS044 	9 	8 	9 	10 	10 	10 	10 	10 	9
MDL16CS045 	6	6	7 	10 	8.5 	7 	9 	9 	8.5
MDL16CS046 	8.5 	8 	8 	10 	9 	9 	9 	9 	9
MDL16CS047 	8.5 	7 	8.5 	10 	10 	8.5 	10 	10 	9
MDL16CS048 	8 	7 	8 	10 	8 	9 	8.5 	8.5 	10
MDL16CS049 	5 	0 	0 	8.5 	8 	0 	8.5 	0 	7
MDL16CS050 	10 	8 	8.5 	10 	9 	10 	10 	10 	10
MDL16CS051 	6	0 	7 	10 	8 	6	8 	0 	8.5
MDL16CS052 	8 	7 	8 	10 	9 	9 	10 	10 	9
MDL16CS053 	7 	6	6	10 	8.5 	8 	7 	8.5 	8.5
MDL16CS054 	7 	7 	8 	9 	8 	6	9 	8 	9
MDL16CS055 	8.5 	8 	9 	10 	8.5 	10 	9 	10 	8.5
MDL16CS056 	10 	9 	9 	10 	10 	10 	9 	10 	10
MDL16CS057 	7 	7 	7 	10 	8 	7 	8.5 	8 	8.5
MDL16CS058 	8 	7 	8 	9 	8 	8 	9 	7 	9
MDL16CS059 	8 	8.5 	8.5 	10 	9 	9 	10 	9 	8.5
MDL16CS060 	8 	7 	8 	9 	8 	8.5 	8 	8.5 	10
MDL16CS061 	7 	0 	6	8.5 	8 	0 	7 	0 	7
MDL16CS062 	8 	8 	8.5 	10 	9 	8.5 	8 	10 	8.5
MDL16CS063 	8 	8 	6	9 	9 	8.5 	8 	8 	10
MDL16CS064 	8 	6	8 	10 	8 	8 	8.5 	10 	8.5
MDL16CS065 	8 	8 	8 	10 	8.5 	8.5 	8 	8.5 	10
MDL16CS066 	7 	7 	7 	10 	9 	8.5 	8 	9 	8.5
MDL16CS067 	8 	6	7 	10 	8.5 	8.5 	8.5 	8 	9
MDL16CS068 	7 	7 	6	10 	8.5 	9 	7 	8.5 	8.5
MDL16CS069 	8 	8.5 	7 	10 	8.5 	10 	8.5 	8 	9
MDL16CS070 	8 	6	6	10 	8 	9 	8.5 	9 	8
MDL16CS071 	8.5 	8.5 	8.5 	10 	10 	10 	8.5 	9 	10
MDL16CS072 	8.5 	7 	7 	10 	10 	8.5 	8 	7 	8.5
MDL16CS073 	8.5 	8 	9 	10 	9 	10 	8.5 	10 	10
MDL16CS074 	8.5 	8.5 	9 	10 	9 	10 	8 	10 	9
MDL16CS075 	7 	7 	7 	10 	8 	6	8.5 	8 	8.5
MDL16CS076 	7 	0 	7 	10 	10 	0 	9 	8 	8.5
MDL16CS077 	8 	7 	7 	8.5 	8.5 	8 	8 	8 	9
MDL16CS078 	8.5 	8 	8 	10 	9 	9 	8 	10 	10
MDL16CS079 	8 	8.5 	8 	10 	9 	10 	8.5 	10 	10
MDL16CS080 	6	6	6	10 	8 	6	8 	6	8
MDL16CS081 	8 	6	8 	10 	10 	8 	8 	10 	9
